ville,departement,code_region,nom_region,prix_m2,prix_estime,loyer_m2,loyer_annuel,rendement_brut,categorie_rendement,score_investissement,nombre_transactions
Courtenay,45,24,Centre-Val de Loire,1747.3384849768536,87366.92424884268,7.00972008369608,4205.832050217648,4.813986627523243,Moyen,0.380195457439952,138
Courtry,77,11,Île-de-France,4240.882146694261,212044.10733471304,13.9281473682996,8356.88842097976,3.941108539172162,Moyen,0.059476056580263774,64
Coutances,50,28,Normandie,3384.9213778929156,169246.06889464578,7.02995359057892,4217.9721543473515,2.492212777463684,Faible,0.12074812082000871,164
Coutiches,59,32,Hauts-de-France,2976.717046174277,148835.85230871386,10.325223492813,6195.134095687799,4.162393670335501,Moyen,0.06572089300768391,47
Coutras,33,75,Nouvelle-Aquitaine,2122.4761246296166,106123.80623148083,9.82974680027458,5897.848080164747,5.5575165362050445,Bon,0.3849065350333232,147
Couville,50,28,Normandie,3038.741483300636,151937.0741650318,10.2449651457224,6146.979087433439,4.045740067863016,Moyen,0.05325546895116057,40
Coux Et Bigaroque-Mouzens,24,75,Nouvelle-Aquitaine,3520.485895376145,176024.29476880725,9.18740305719615,5512.441834317689,3.1316369377067,Moyen,0.04447733964535742,50
Couzeix,87,75,Nouvelle-Aquitaine,2479.516915631088,123975.84578155441,9.84084037180786,5904.504223084716,4.762624675687601,Moyen,0.2881180994771767,150
Cozes,17,75,Nouvelle-Aquitaine,2778.8262152349307,138941.31076174654,9.0562213734213,5433.73282405278,3.910811546445264,Moyen,0.08021957505843308,57
Crach,56,53,Bretagne,3904.718697770019,195235.93488850095,11.8862181598128,7131.730895887681,3.6528781957894205,Moyen,0.05706571642930645,61
Cranves-Sales,74,84,Auvergne-Rhône-Alpes,4565.878799202888,228293.9399601444,22.3703726140708,13422.223568442478,5.879360429271899,Bon,0.099150847616229,77
Craon,53,52,Pays de la Loire,1737.725460002162,86886.27300010809,7.60594483454718,4563.566900728308,5.252345097968042,Bon,0.21157781555281205,70
Craponne,69,84,Auvergne-Rhône-Alpes,4820.5660712880235,241028.30356440117,15.3599826550051,9215.98959300306,3.8236130183526797,Moyen,0.1522920106616356,192
Craponne-Sur-Arzon,43,84,Auvergne-Rhône-Alpes,1227.8290549424291,61391.45274712145,7.41612165800912,4449.672994805472,7.248033391772293,Excellent,0.19480325943231622,33
Creil,60,32,Hauts-de-France,2823.37093807457,141168.5469037285,11.9699229994372,7181.953799662319,5.087502816445461,Bon,0.4000273609181219,222
Crespin,59,32,Hauts-de-France,2355.9269447498014,117796.34723749007,8.27535834367797,4965.215006206782,4.215084018009809,Moyen,0.10019186101444125,56
Crest,26,84,Auvergne-Rhône-Alpes,3413.32241239753,170666.1206198765,10.3590348152387,6215.420889143221,3.641859829337063,Moyen,0.1749805438366888,164
Creuzier-Le-Vieux,03,84,Auvergne-Rhône-Alpes,1786.2743399867857,89313.71699933929,10.2714086337679,6162.84518026074,6.900222482405844,Bon,0.21246021847636737,55
Crevin,35,53,Bretagne,2454.4773395039724,122723.86697519862,9.88755074923429,5932.530449540574,4.834047847220692,Moyen,0.07877926219840528,40
Criel-Sur-Mer,76,28,Normandie,3518.5759144566546,175928.79572283273,9.73112056310973,5838.672337865838,3.3187701387238406,Moyen,0.09998068629394662,106
Croix,59,32,Hauts-de-France,3375.9523839450926,168797.61919725462,12.2613972312214,7356.8383387328395,4.358378023173263,Moyen,0.5577150065755999,432
Crolles,38,84,Auvergne-Rhône-Alpes,4218.08374489857,210904.18724492853,13.8831043447884,8329.862606873041,3.949595650843743,Moyen,0.07209882105417542,77
Crosne,91,11,Île-de-France,3301.325696942255,165066.28484711275,16.773492831615,10064.095698968998,6.097002612187303,Bon,0.21423281673443992,116
Crossac,44,52,Pays de la Loire,2271.736976737382,113586.8488368691,9.94435974386913,5966.615846321478,5.252910796821732,Bon,0.12948814393314464,56
Crouy,02,32,Hauts-de-France,1834.571001003596,91728.5500501798,9.01083650191981,5406.501901151885,5.894023069365292,Bon,0.11887185257328088,37
Crozon,29,53,Bretagne,3274.120890432156,163706.0445216078,10.7001200162277,6420.072009736619,3.921707367921424,Moyen,0.16050378250758732,134
Cruas,07,84,Auvergne-Rhône-Alpes,1765.7528435931358,88287.64217965679,11.5553498769917,6933.20992619502,7.852978916445191,Excellent,0.13342148554265057,30
Cruseilles,74,84,Auvergne-Rhône-Alpes,4738.84600845648,236942.30042282402,16.4222217223902,9853.33303343412,4.158536916308666,Moyen,0.06757074232510545,77
Cublac,19,75,Nouvelle-Aquitaine,1535.2994289974185,76764.97144987092,8.6706129962002,5202.3677977201205,6.777007402546058,Bon,0.15890858934988136,36
Cubnezais,33,75,Nouvelle-Aquitaine,2227.3179542630437,111365.89771315218,9.96935306925124,5981.6118415507435,5.371134220062344,Bon,0.07475590115153743,31
Cucq,62,32,Hauts-de-France,4709.749309732207,235487.46548661034,11.8144982109127,7088.69892654762,3.0102234579235723,Moyen,0.12143798308407185,190
Cucuron,84,93,Provence-Alpes-Côte d’Azur,5253.0557792307845,262652.7889615392,13.5798041612901,8147.88249677406,3.1021496207935457,Moyen,0.023621676610087697,40
Cuers,83,93,Provence-Alpes-Côte d’Azur,4327.71701412541,216385.8507062705,14.9002321413225,8940.139284793499,4.13157295433755,Moyen,0.2424880201215779,254
Cugnaux,31,76,Occitanie,2868.927065393375,143446.35326966876,11.4912749265429,6894.764955925741,4.8065111442492245,Moyen,0.5109875105155396,305
Cuincy,59,32,Hauts-de-France,1829.8202035442368,91491.01017721184,9.17929144965393,5507.574869792357,6.019798949781581,Bon,0.2730559602872983,83
Cuiseaux,71,27,Bourgogne-Franche-Comté,1520.8205463887032,76041.02731943516,7.09086532627286,4254.519195763716,5.595031190059045,Bon,0.1250844887082337,34
Cusset,03,84,Auvergne-Rhône-Alpes,1951.4733068536038,97573.6653426802,8.13523494488888,4881.140966933329,5.002518814672676,Bon,0.6818796854815276,266
Custines,54,44,Grand Est,2458.4076794064445,122920.38397032222,10.471329378181,6282.797626908601,5.111274000271195,Bon,0.09148037483605294,44
Cysoing,59,32,Hauts-de-France,3432.658538076632,171632.9269038316,13.489638830572,8093.7832983432,4.7157520671300235,Moyen,0.10578183211094139,77
Dagneux,01,84,Auvergne-Rhône-Alpes,3673.028168117885,183651.40840589424,13.7086529602289,8225.191776137339,4.478697902473234,Moyen,0.0719415055238531,59
Dainville,62,32,Hauts-de-France,2358.0880380882104,117904.40190441052,10.1228687256153,6073.72123536918,5.151394805677715,Bon,0.13107385447374922,60
Damgan,56,53,Bretagne,4821.207906235992,241060.3953117996,10.3164978312202,6189.89869873212,2.567779203516942,Faible,0.04473846747335547,84
Damigny,61,28,Normandie,2151.669961831167,107583.49809155834,8.41201688155534,5047.210128933204,4.691435227954574,Moyen,0.11119883665711429,51
Dammarie,28,24,Centre-Val de Loire,2030.013227770939,101500.66138854696,8.16211299589804,4897.267797538823,4.824862942313218,Moyen,0.07605645719045755,32
Damparis,39,27,Bourgogne-Franche-Comté,2058.3904309880895,102919.52154940448,9.71876588355353,5831.259530132118,5.665843993778126,Bon,0.10734985570802312,39
Dampmart,77,11,Île-de-France,4635.5298343775185,231776.4917188759,17.5789954277228,10547.397256633678,4.5506760320743505,Moyen,0.035341016670789205,36
Danjoutin,90,27,Bourgogne-Franche-Comté,2420.2728390916677,121013.64195458339,10.9117985263592,6547.079115815521,5.410199222227069,Bon,0.14529888687125833,65
Dardilly,69,84,Auvergne-Rhône-Alpes,4490.265021570384,224513.2510785192,15.8743469592282,9524.60817553692,4.242336757310539,Moyen,0.1029816067259941,109
Darvoy,45,24,Centre-Val de Loire,2085.3595973861666,104267.97986930833,8.93426388116075,5360.558328696449,5.141135692295454,Bon,0.07889111420383456,32
Daux,31,76,Occitanie,2712.795050138756,135639.7525069378,11.1241883049584,6674.51298297504,4.920764642823753,Moyen,0.06711465054286585,37
Dax,40,75,Nouvelle-Aquitaine,3055.6062775893934,152780.31387946967,10.9391938833228,6563.516329993679,4.296048465492564,Moyen,0.823890309181037,586
Deauville,14,28,Normandie,7316.6039131101215,365830.1956555061,12.5835310996436,7550.118659786161,2.063831457722515,Faible,0.07080083902862962,251
Decazeville,12,76,Occitanie,1895.1797565188276,94758.98782594138,7.15830356421645,4294.98213852987,4.532532730741208,Moyen,0.33960876035711157,142
Dechy,59,32,Hauts-de-France,1342.989465647837,67149.47328239185,8.22898988895148,4937.393933370888,7.352840896617409,Excellent,0.26827403576129705,49
Decize,58,27,Bourgogne-Franche-Comté,1349.2554533837001,67462.77266918501,6.92991909866273,4157.9514591976385,6.163327261372504,Bon,0.5207459462434763,114
Delle,90,27,Bourgogne-Franche-Comté,1801.1557954796212,90057.78977398106,10.3808640755046,6228.5184453027605,6.916135140485388,Bon,0.31102636861579297,81
Demi-Quartier,74,84,Auvergne-Rhône-Alpes,9068.771056442296,453438.5528221148,14.3465328091621,8607.919685497262,1.898365198971992,Faible,0.010885156294293943,52
Denain,59,32,Hauts-de-France,2570.2947902940637,128514.73951470318,7.97467092233073,4784.802553398438,3.7231546914126654,Moyen,0.3968978147173372,274
Derval,44,52,Pays de la Loire,1943.80433564021,97190.2167820105,8.63054612265962,5178.327673595772,5.328033875271959,Bon,0.15349790693668705,56
Descartes,37,24,Centre-Val de Loire,1403.7334732318266,70186.67366159133,6.82771412097106,4096.628472582636,5.836761109857894,Bon,0.386696473061263,93
Desvres,62,32,Hauts-de-France,1994.267794008925,99713.38970044625,8.58548440989195,5151.290645935171,5.166097212631532,Bon,0.1891045413534939,73
Die,26,84,Auvergne-Rhône-Alpes,2684.459121073517,134222.95605367585,8.26664784771893,4959.988708631358,3.695335622505479,Moyen,0.16931763944552397,123
Dieppe,76,28,Normandie,2847.061585857545,142353.07929287726,11.3438332788729,6806.299967323741,4.781280462026717,Moyen,1.03113547605264,614
Dieulefit,26,84,Auvergne-Rhône-Alpes,2846.382325718981,142319.11628594904,8.49172371140762,5095.034226844571,3.5800069307678775,Moyen,0.11193879822797846,89
Dieulouard,54,44,Grand Est,2740.1134879794336,137005.67439897166,8.3854126796799,5031.24760780794,3.6722914068190624,Moyen,0.12195791141007037,91
Dieupentale,82,76,Occitanie,1995.1279842011759,99756.3992100588,10.2069321751837,6124.15930511022,6.139114235884227,Bon,0.12308211371898031,40
Digne-Les-Bains,04,93,Provence-Alpes-Côte d’Azur,2668.849262783144,133442.4631391572,11.0202386880809,6612.143212848539,4.955051830805333,Moyen,0.6071163221049255,327
Digoin,71,27,Bourgogne-Franche-Comté,1972.1185747548348,98605.92873774173,8.06728005823377,4840.368034940262,4.9088002079611215,Moyen,0.3534521901742817,142
Dijon,21,27,Bourgogne-Franche-Comté,3447.3222680682347,172366.11340341173,13.0767266291685,7846.0359775011,4.551959676167879,Moyen,4.356109990289018,3299
Dinan,22,53,Bretagne,3180.1179116284766,159005.89558142383,9.81508551900329,5889.051311401974,3.7036685274265855,Moyen,0.3656945905557391,314
Dinard,35,53,Bretagne,5886.5911168069815,294329.55584034906,12.2574358292452,7354.46149754712,2.4987166091931132,Faible,0.15068897748493662,355
Dirinon,29,53,Bretagne,2162.801449105723,108140.07245528615,9.85593899586962,5913.563397521772,5.468429291063141,Bon,0.11883484579050885,47
Dissay,86,75,Nouvelle-Aquitaine,2245.585843862115,112279.29219310575,8.42139965598032,5052.839793588191,4.500241936774918,Moyen,0.1282585053431962,64
Divatte-Sur-Loire,44,52,Pays de la Loire,2787.37381575668,139368.690787834,10.8624107655471,6517.446459328259,4.676406460077898,Moyen,0.12247287021780887,73
Dives-Sur-Mer,14,28,Normandie,4444.524509714199,222226.22548570993,12.2806739151493,7368.40434908958,3.3157222253965695,Moyen,0.07534843019384951,101
Divion,62,32,Hauts-de-France,1534.0472301770321,76702.36150885161,9.11055084316183,5466.330505897098,7.126678238278586,Excellent,0.4088190198004148,88
Divonne-Les-Bains,01,84,Auvergne-Rhône-Alpes,6486.505582316524,324325.2791158262,30.2216898562877,18133.01391377262,5.590996163853383,Bon,0.22065733233136417,256
Dole,39,27,Bourgogne-Franche-Comté,2568.303516597175,128415.17582985875,11.5241869522682,6914.512171360921,5.384497686256469,Bon,0.9643988413642234,460
Dolomieu,38,84,Auvergne-Rhône-Alpes,2496.353565620572,124817.67828102861,12.8768025535918,7726.08153215508,6.189893642116711,Bon,0.08182594525189886,33
Domalain,35,53,Bretagne,2074.1070996553567,103705.35498276784,7.67457182464874,4604.743094789244,4.4402172824676125,Moyen,0.08563139836328452,40
Domancy,74,84,Auvergne-Rhône-Alpes,4541.805578610922,227090.27893054608,14.3465328091621,8607.919685497262,3.790527593710839,Moyen,0.0400601305689899,48
Domart-En-Ponthieu,80,32,Hauts-de-France,3033.9082849526185,151695.41424763092,7.88152216077713,4728.913296466278,3.117373929805614,Moyen,0.032880349827495714,32
Dombasle-Sur-Meurthe,54,44,Grand Est,1905.959824315911,95297.99121579556,11.4574227886335,6874.453673180099,7.2136396428476495,Excellent,0.5185149332435894,137
Domfront En Poiraie,61,28,Normandie,1625.2478570549888,81262.39285274944,7.04243885708277,4225.463314249661,5.199777124341344,Bon,0.28154498709580916,88
Domloup,35,53,Bretagne,6645.604039202634,332280.2019601317,10.1776358047996,6106.581482879759,1.8377807184589503,Faible,0.017422070978036427,63
Dommartin,69,84,Auvergne-Rhône-Alpes,3858.9924706120114,192949.62353060057,14.234936441036,8540.9618646216,4.4265242441725,Moyen,0.04129442438765301,36
Domont,95,11,Île-de-France,3733.914235117069,186695.71175585344,16.5205270305449,9912.316218326941,5.30934327580567,Bon,0.2616340658176939,184
Dompierre-Sur-Besbre,03,84,Auvergne-Rhône-Alpes,2357.3097560504707,117865.48780252354,8.45769950730711,5074.619704384266,4.305433082232249,Moyen,0.08949448433236085,49
Dompierre-Sur-Mer,17,75,Nouvelle-Aquitaine,3721.6326133805937,186081.6306690297,12.3942904814656,7436.57428887936,3.996404299630344,Moyen,0.10416160253712291,97
Dompierre-Sur-Yon,85,52,Pays de la Loire,2865.9794404589506,143298.97202294754,9.72400359453305,5834.40215671983,4.071489190994003,Moyen,0.09802329710139106,69
Donges,44,52,Pays de la Loire,2336.8283523049763,116841.41761524882,10.9494901279206,6569.694076752359,5.6227442381655575,Bon,0.3801706654037613,158
Donnemarie-Dontilly,77,11,Île-de-France,1976.9213188511287,98846.06594255644,10.0461809218273,6027.7085530963805,6.098076332748875,Bon,0.18199333488966096,59
Donnery,45,24,Centre-Val de Loire,2215.358101939975,110767.90509699874,8.93426388116075,5360.558328696449,4.839450853568318,Moyen,0.09611802144788215,44
Donville-Les-Bains,50,28,Normandie,4572.340474852613,228617.02374263064,10.3000899048176,6180.05394289056,2.703234361867932,Faible,0.048479595710841226,82
Donzenac,19,75,Nouvelle-Aquitaine,2081.246817861,104062.34089305002,8.69585373041204,5217.512238247224,5.013833240220415,Bon,0.11563452900695467,48
Donzy,58,27,Bourgogne-Franche-Comté,2217.841575330934,110892.0787665467,6.91906183207727,4151.437099246363,3.7436732591027457,Moyen,0.062455277296410594,37
Dordives,45,24,Centre-Val de Loire,2045.342973975084,102267.1486987542,9.62295481068982,5773.772886413892,5.6457747770220434,Bon,0.08556952076723705,31
Dormans,51,44,Grand Est,1998.9397320946628,99946.98660473313,8.20379360914004,4922.276165484025,4.924887015303895,Moyen,0.0739124887493707,30
Douai,59,32,Hauts-de-France,2827.3677157731536,141368.38578865767,9.17402009024319,5504.412054145913,3.893665492067566,Moyen,0.8538233607232636,620
Douarnenez,29,53,Bretagne,2769.565982610448,138478.29913052238,9.3531235824644,5611.87414947864,4.052529663286218,Moyen,0.34386054596707283,235
Doubs,25,27,Bourgogne-Franche-Comté,3182.3330838510096,159116.6541925505,18.5915684298339,11154.94105790034,7.010542745828167,Excellent,0.1057419330199524,48
Douchy-Les-Mines,59,32,Hauts-de-France,1415.868079234215,70793.40396171075,9.12795883986401,5476.775303918406,7.736279084532466,Excellent,0.4644385531602066,85
Doudeville,76,28,Normandie,2051.457537131344,102572.87685656719,8.79085315068987,5274.511890413922,5.14220918049275,Bon,0.14538352711196492,58
Doullens,80,32,Hauts-de-France,2691.360981765471,134568.04908827355,8.35934133814913,5015.604802889478,3.72718846477395,Moyen,0.1481812244558896,107
Dourdain,35,53,Bretagne,7594.474397987478,379723.71989937394,8.79859791760205,5279.15875056123,1.3902630975911108,Faible,0.006224123335068974,34
Dourdan,91,11,Île-de-France,3506.3775149909334,175318.87574954666,13.503546625571,8102.127975342601,4.621366604538902,Moyen,0.16211263331688194,123
Dourges,62,32,Hauts-de-France,1887.369164826454,94368.45824132269,9.44217276383903,5665.303658303418,6.003386898423076,Bon,0.2226575969986543,70
Doussard,74,84,Auvergne-Rhône-Alpes,5141.517871911294,257075.89359556467,13.0301242608334,7818.07455650004,3.0411542860566856,Moyen,0.04436171907527828,75
Douvaine,74,84,Auvergne-Rhône-Alpes,4442.571722518177,222128.58612590886,21.1879906761536,12712.794405692159,5.723169010982756,Bon,0.13655512010964274,106
Douvrin,62,32,Hauts-de-France,1782.8732651904998,89143.66325952498,9.73310092154873,5839.860552929237,6.551066379140807,Bon,0.22046658639331249,60
Douzy,08,44,Grand Est,1851.096764886799,92554.83824433995,7.35840268522643,4415.041611135858,4.7701899704912005,Moyen,0.09277031984234758,36
Draguignan,83,93,Provence-Alpes-Côte d’Azur,3196.947351509075,159847.36757545374,14.0181352348761,8410.88114092566,5.261820240458711,Bon,1.5257390337075054,927
Drancy,93,11,Île-de-France,4778.488819618051,238924.44098090255,18.1282915259909,10876.97491559454,4.552474778611681,Moyen,0.5687629594680964,597
Drap,06,93,Provence-Alpes-Côte d’Azur,3984.682358210243,199234.11791051214,19.1092829778128,11465.56978668768,5.754822470636052,Bon,0.08665417144900177,60
Draveil,91,11,Île-de-France,3738.62705066323,186931.3525331615,16.261467659636,9756.8805957816,5.219499277977318,Bon,0.38532375152696274,276
Dreux,28,24,Centre-Val de Loire,3397.165031692988,169858.2515846494,11.0825483062123,6649.528983727379,3.9147518131690915,Moyen,0.5289325262332447,459
Drumettaz-Clarafond,73,84,Auvergne-Rhône-Alpes,3941.418677445877,197070.93387229386,14.9710141535497,8982.60849212982,4.558058520162462,Moyen,0.054353208319005704,47
Duclair,76,28,Normandie,3026.957836287073,151347.89181435364,9.45314198018596,5671.885188111575,3.7475812316360666,Moyen,0.07676024871441267,62
Ducos,972,2,Martinique,3346.3082237202684,167315.41118601343,15.7616218980054,9456.97313880324,5.652182947026572,Bon,0.12837009481943304,76
Dugny,93,11,Île-de-France,4309.457491678134,215472.8745839067,17.494904093443,10496.9424560658,4.871584173337891,Moyen,0.11982666573948064,106
Dunkerque,59,32,Hauts-de-France,3643.52048535817,182176.0242679085,11.1348558385709,6680.913503142539,3.6672847209123254,Moyen,1.317537727306707,1309
Duras,47,75,Nouvelle-Aquitaine,2413.332954858991,120666.64774294954,7.73745340069248,4642.472040415489,3.8473531230478266,Moyen,0.04782622035598015,30
Durtal,49,52,Pays de la Loire,1886.2445394489112,94312.22697244555,8.20736810659152,4924.420863954912,5.221402380195774,Bon,0.121798473063167,44
Durtol,63,84,Auvergne-Rhône-Alpes,4053.1827433086655,202659.13716543326,10.84879622722,6509.277736332,3.2119340027676095,Moyen,0.027735657930167325,35
Eaubonne,95,11,Île-de-France,4056.8328058265224,202841.64029132613,17.8612765962495,10716.7659577497,5.283316552931646,Bon,0.3412092642516664,262
Eaunes,31,76,Occitanie,2623.0861908657366,131154.30954328683,11.2839211609784,6770.352696587041,5.162127512365515,Bon,0.21253963109442175,108
Eauze,32,76,Occitanie,1878.6149816363659,93930.7490818183,9.83948400245112,5903.690401470672,6.28515204997276,Bon,0.28103298299997537,84
Ecques,62,32,Hauts-de-France,2092.938810283611,104646.94051418055,8.53373082163458,5120.238492980748,4.892869746427906,Moyen,0.08416075520503903,36
Ecquevilly,78,11,Île-de-France,3500.9439353144157,175047.1967657208,15.4652937320094,9279.17623920564,5.300956776602758,Bon,0.08327828954135129,55
Elbeuf,76,28,Normandie,3054.0438692267994,152702.19346133998,8.95365783372384,5372.194700234304,3.5180861377701143,Moyen,0.33060779896251097,287
Elliant,29,53,Bretagne,1816.2412415656922,90812.06207828461,9.78246490910151,5869.478945460906,6.463325257828764,Bon,0.15657959132087002,44
Elne,66,76,Occitanie,2466.148724890016,123307.43624450082,10.7600915211674,6456.054912700441,5.235738499906054,Bon,0.35454809381916147,167
Elven,56,53,Bretagne,2962.1702606792105,148108.51303396054,10.5908819808816,6354.52918852896,4.2904550578209495,Moyen,0.11587328695514403,80
Embrun,05,93,Provence-Alpes-Côte d’Azur,3777.496420715205,188874.82103576025,9.51339282517966,5708.035695107796,3.022126328859407,Moyen,0.13680584828644637,171
Emmerin,59,32,Hauts-de-France,2514.955109767936,125747.7554883968,11.4594205506263,6875.65233037578,5.467813165866186,Bon,0.09783538143815317,45
Encausse-Les-Thermes,31,76,Occitanie,3106.30766428424,155315.38321421202,8.58468456635012,5150.810739810072,3.316355813065882,Moyen,0.05124575419796415,48
Enchastrayes,04,93,Provence-Alpes-Côte d’Azur,2515.926437201025,125796.32186005123,9.46319593520238,5677.917561121429,4.51357994984792,Moyen,0.10405218261564866,58
Ennezat,63,84,Auvergne-Rhône-Alpes,2423.8492897644596,121192.46448822298,10.7955088856894,6477.3053314136405,5.3446436284353975,Bon,0.07056073858723808,32
Entraigues-Sur-La-Sorgue,84,93,Provence-Alpes-Côte d’Azur,3171.5017720572314,158575.08860286156,10.2418868558809,6145.13211352854,3.875219095048734,Moyen,0.17839560830833592,146
Entre-Deux-Guiers,38,84,Auvergne-Rhône-Alpes,3100.431247869563,155021.56239347815,10.3394274598463,6203.656475907779,4.0018023171264145,Moyen,0.04001245694971074,31
Entrecasteaux,83,93,Provence-Alpes-Côte d’Azur,4609.943956883537,230497.19784417684,12.2991643640942,7379.49861845652,3.201556759681429,Moyen,0.02986303997486523,43
Entrelacs,73,84,Auvergne-Rhône-Alpes,3838.5782284418146,191928.91142209072,14.3821907999038,8629.314479942279,4.496099319275907,Moyen,0.08081920819833568,69
Envermeu,76,28,Normandie,1870.5352684040104,93526.76342020051,9.08889600544967,5453.337603269802,5.830777633957934,Bon,0.09663229007540718,31
Epagny Metz-Tessy,74,84,Auvergne-Rhône-Alpes,5490.069643598917,274503.48217994586,19.3980327815098,11638.81966890588,4.239953379271254,Moyen,0.07645720579105278,99
Erdeven,56,53,Bretagne,5819.9520207844125,290997.60103922064,11.508908736215,6905.345241729001,2.3729904360270995,Faible,0.03955016664615132,97
Erdre-En-Anjou,49,52,Pays de la Loire,2418.0445490801644,120902.22745400821,9.06873980916614,5441.2438854996835,4.500532372382931,Moyen,0.145175788915637,78
Ermont,95,11,Île-de-France,4393.534250460562,219676.7125230281,17.3556297674842,10413.37786049052,4.740319417971495,Moyen,0.3215213780130256,298
Erquinghem-Lys,59,32,Hauts-de-France,2280.030752512625,114001.53762563124,10.3837855852746,6230.27135116476,5.465076595391458,Bon,0.14860972754024035,62
Erquy,22,53,Bretagne,3686.752583791689,184337.62918958446,8.60548075204295,5163.288451225771,2.800995365908454,Faible,0.10712417978070837,141
Esbly,77,11,Île-de-France,4188.294465417223,209414.72327086117,15.9452303172547,9567.13819035282,4.5685126818798185,Moyen,0.12762139534205175,117
Escalquens,31,76,Occitanie,3289.0191604641186,164450.95802320592,11.9687211711762,7181.23270270572,4.366792865805237,Moyen,0.10887045575784988,82
Escamps,89,27,Bourgogne-Franche-Comté,3716.3493927222476,185817.46963611236,7.7528017973336,4651.68107840016,2.503360468479944,Faible,0.023576259155928724,35
Escaudain,59,32,Hauts-de-France,1759.3475959691439,87967.37979845719,8.43834484001889,5063.006904011335,5.755550427455305,Bon,0.3075127060851069,94
Escautpont,59,32,Hauts-de-France,1433.2940820875972,71664.70410437985,8.65926715120795,5195.56029072477,7.249817543594991,Excellent,0.22255863322449979,44
Escolives-Sainte-Camille,89,27,Bourgogne-Franche-Comté,2226.675607497675,111333.78037488376,7.7528017973336,4651.68107840016,4.178139880579813,Moyen,0.06567409070629349,35
Esnandes,17,75,Nouvelle-Aquitaine,3202.3830513352445,160119.15256676223,11.4673327705518,6880.3996623310795,4.297049760778788,Moyen,0.04696400749577698,35
Espalion,12,76,Occitanie,2213.222792769256,110661.1396384628,8.01392686880228,4808.356121281367,4.345117117888521,Moyen,0.1923988307658234,98
Espaly-Saint-Marcel,43,84,Auvergne-Rhône-Alpes,2141.7505422083154,107087.52711041577,9.43732965075006,5662.397790450036,5.287635211345998,Bon,0.10369119769081465,42
Espelette,64,75,Nouvelle-Aquitaine,4288.361897594417,214418.09487972085,14.1600116640873,8496.00699845238,3.962355417446586,Moyen,0.03326323627399417,36
Espinasses,05,93,Provence-Alpes-Côte d’Azur,3768.6021241035105,188430.1062051755,9.89717733005462,5938.3063980327715,3.1514637005865396,Moyen,0.031777199258140425,38
Esquelbecq,59,32,Hauts-de-France,4760.520916995319,238026.04584976594,9.30029693590667,5580.178161544002,2.344356115156416,Faible,0.02560781059755892,52
Essars,62,32,Hauts-de-France,2379.0221693431013,118951.10846715506,8.85467049967168,5312.802299803008,4.466374772177921,Moyen,0.061954179906851814,33
Essert,90,27,Bourgogne-Franche-Comté,1796.7558507119606,89837.79253559803,10.7319819266964,6439.189156017841,7.167572771187945,Excellent,0.1675453324783153,42
Estagel,66,76,Occitanie,1792.3722231564784,89618.61115782392,9.62031085147455,5772.18651088473,6.440834594858373,Bon,0.16889305806426538,47
Estaires,59,32,Hauts-de-France,2079.2786408624715,103963.93204312358,8.66569132278743,5199.414793672458,5.001171744365895,Bon,0.22368765930914583,93
Estillac,47,75,Nouvelle-Aquitaine,2056.9176522522544,102845.88261261272,11.3361744017867,6801.7046410720195,6.613492410475826,Bon,0.15754696244571562,49
Estissac,10,44,Grand Est,2021.0039459908228,101050.19729954113,8.3727356754128,5023.64140524768,4.971431565201399,Moyen,0.09347552232761006,38
Estrablin,38,84,Auvergne-Rhône-Alpes,3815.696875986777,190784.84379933885,13.4208399601183,8052.503976070981,4.220725197930468,Moyen,0.04424591716907751,40
Esvres,37,24,Centre-Val de Loire,3297.460032717387,164873.00163586935,10.7533014727,6451.98088362,3.9133034636377504,Moyen,0.13054392675850393,110
Eu,76,28,Normandie,2280.0066967195385,114000.33483597693,8.753927686405,5252.356611843,4.607316828849725,Moyen,0.2687593589609487,133
Eurville-Bienville,52,44,Grand Est,1261.1216661461228,63056.083307306144,8.37508896937783,5025.053381626698,7.969180954574859,Excellent,0.18957364309491193,30
Exincourt,25,27,Bourgogne-Franche-Comté,1742.3938021215936,87119.69010607968,9.31913141658273,5591.478849949637,6.41815741440457,Bon,0.1841764303393877,50
Eybens,38,84,Auvergne-Rhône-Alpes,3268.193586958825,163409.67934794124,13.8133504470337,8288.010268220221,5.071921260290167,Bon,0.1893322342423396,122
Eymet,24,75,Nouvelle-Aquitaine,2738.0712564428777,136903.5628221439,7.98091601441079,4788.549608646474,3.4977538275373026,Moyen,0.127745171689993,100
Eymoutiers,87,75,Nouvelle-Aquitaine,2230.4663100829302,111523.3155041465,7.43238829955232,4459.432979731392,3.9986553121850004,Moyen,0.06991701980444474,39
Eyragues,13,93,Provence-Alpes-Côte d’Azur,3926.1323365700073,196306.61682850035,11.2466498087458,6747.989885247481,3.4374744948830416,Moyen,0.0604120594554749,69
Eyraud-Crempse-Maurens,24,75,Nouvelle-Aquitaine,2191.9595188856815,109597.97594428407,9.0090654960397,5405.43929762382,4.93206124570381,Moyen,0.09450291875137656,42
Eysines,33,75,Nouvelle-Aquitaine,3678.5971660576474,183929.85830288238,13.7815219842594,8268.91319055564,4.49568833839854,Moyen,0.47051632243233066,385
Fabrezan,11,76,Occitanie,1922.2325343619443,96111.62671809722,8.74898326908165,5249.38996144899,5.461763722765669,Bon,0.1051304949478492,37
